SITEID,MONTH,TYPE,VALUE,
USC00118916,20150101,TOBS,-72,800
USC00118916,20150101,PRCP,0,800
USC00118916,20150101,SNOW,0,
USC00126420,20150101,TMAX,-17,700
USC00126420,20150101,TMIN,-128,700
USC00126420,20150101,TOBS,-83,700
USC00126420,20150101,PRCP,0,700
USC00126420,20150101,SNOW,0,
USC00126420,20150101,SNWD,0,700
USC00119354,20150101,TMAX,-44,600
USC00119354,20150101,TMIN,-128,600
USC00119354,20150101,TOBS,-72,600
USC00119354,20150101,PRCP,0,600
USC00119354,20150101,SNOW,0,
USC00119354,20150101,SNWD,0,600
RSM00028797,20150101,PRCP,41,
RSM00028797,20150101,SNWD,221,
RSM00028797,20150101,TAVG,-96,
RSM00027417,20150101,TMAX,9,
RSM00027417,20150101,TMIN,-74,
RSM00027417,20150101,PRCP,15,
RSM00027417,20150101,SNWD,140,
RSM00027417,20150101,TAVG,-7,
ASN00095079,20150101,PRCP,0,
ASN00094169,20150101,PRCP,0,
US1NYES0001,20150101,PRCP,8,
US1NYES0001,20150101,SNOW,13,
US1NYES0001,20150101,SNWD,127,
ASN00017041,20150101,PRCP,0,
US1NVWP0004,20150101,PRCP,0,
US1NVWP0004,20150101,SNOW,0,
US1NMVL0030,20150101,PRCP,5,
US1NMVL0030,20150101,SNOW,8,
US1NMVL0030,20150101,SNWD,0,
US1NMVL0030,20150101,WESF,5,
US1NMSN0026,20150101,PRCP,8,
US1NMSN0026,20150101,SNOW,5,
US1NMSN0026,20150101,SNWD,5,
US1NMSN0026,20150101,WESD,8,
US1NMSN0026,20150101,WESF,8,
US1NCYN0012,20150101,PRCP,0,
US1NCYN0012,20150101,SNOW,0,
US1NDMR0002,20150101,PRCP,0,
US1NDMR0002,20150101,SNOW,0,
US1NJPS0012,20150101,PRCP,0,
US1NJPS0012,20150101,SNOW,0,
US1NJPS0012,20150101,SNWD,0,
US1NJWR0007,20150101,PRCP,0,
US1NJWR0007,20150101,SNOW,0,
US1NCWN0015,20150101,PRCP,0,
US1NCWN0015,20150101,SNOW,0,
ASN00040503,20150101,PRCP,170,
ASN00040463,20150101,PRCP,6,
ASN00088158,20150101,PRCP,0,
US1MSWR0008,20150101,PRCP,0,
US1MTYS0011,20150101,PRCP,0,
US1MTYS0011,20150101,SNOW,0,
US1MTYS0011,20150101,SNWD,102,
ASN00016031,20150101,PRCP,0,
ASN00088056,20150101,PRCP,0,
US1MSCH0003,20150101,PRCP,0,
US1MSCH0003,20150101,SNOW,0,
US1WAKG0185,20150101,PRCP,0,
IN021010100,20150101,TMAX,245,
IN021010100,20150101,TAVG,212,
US1VTOG0010,20150101,PRCP,5,
US1VTOG0010,20150101,SNOW,5,
US1VTCH0015,20150101,PRCP,0,
US1VTCH0015,20150101,SNOW,0,
IN013010200,20150101,TMAX,246,
IN013010200,20150101,TAVG,176,
ASN00008113,20150101,PRCP,0,
US1TXTN0101,20150101,PRCP,97,
US1TXTN0108,20150101,PRCP,119,
US1TXTN0061,20150101,PRCP,81,
US1TXRL0016,20150101,PRCP,8,
GME00123094,20150101,PRCP,0,
GME00123094,20150101,SNWD,290,
GLW00016504,20150101,TMAX,-55,
GLW00016504,20150101,TMIN,-233,
GLW00016504,20150101,PRCP,0,
US1SCSP0023,20150101,PRCP,0,
US1SCSP0023,20150101,SNOW,0,
US1SCYR0003,20150101,PRCP,0,
US1SCYR0003,20150101,SNOW,0,
GBM00064551,20150101,TMAX,330,
GBM00064551,20150101,TMIN,225,
GBM00064551,20150101,TAVG,277,
US1SCLX0064,20150101,PRCP,0,
US1SCLX0064,20150101,SNOW,0,
GG000037395,20150101,TAVG,77,
FIE00146633,20150101,TMAX,16,
FIE00146633,20150101,TMIN,-55,
FIE00146633,20150101,PRCP,12,
US1PAAR0001,20150101,PRCP,0,
US1PAAR0001,20150101,SNOW,0,
US1SCBF0040,20150101,PRCP,0,
US1SCBF0040,20150101,SNOW,0,
US1PAAD0030,20150101,PRCP,0,
US1PAAD0030,20150101,SNOW,0,
US1ORGR0001,20150101,PRCP,0,
US1ORGR0001,20150101,SNOW,0,
US1ORGR0001,20150101,SNWD,203,
US1ORJS0016,20150101,PRCP,0,
US1ORLA0130,20150101,PRCP,0,
US1ORLA0130,20150101,SNOW,0,
AYM00089648,20150101,TAVG,-226,
ASN00041339,20150101,PRCP,0,
FIE00141925,20150101,TMAX,54,
FIE00141925,20150101,TMIN,29,
US1OHRS0001,20150101,PRCP,0,
US1OHRS0001,20150101,SNOW,0,
US1OHRS0001,20150101,SNWD,0,
US1OKCC0010,20150101,PRCP,0,
US1OKCV0096,20150101,PRCP,0,
US1OKCV0096,20150101,SNOW,0,
FIE00142300,20150101,TMAX,48,
FIE00142300,20150101,TMIN,31,
US1OHMY0023,20150101,PRCP,0,
US1OHMY0023,20150101,SNOW,0,
US1MOTX0012,20150101,PRCP,0,
US1MOTX0012,20150101,SNOW,0,
US1MOTX0012,20150101,SNWD,0,
US1MOTX0012,20150101,WESD,0,
US1MOTX0012,20150101,WESF,0,
ASN00096033,20150101,TMAX,167,
ASN00096033,20150101,TMIN,66,
ASN00096033,20150101,PRCP,2,
ASN00096033,20150101,TAVG,103,
AFM00040948,20150101,TAVG,19,
ASN00086303,20150101,PRCP,0,
US1MOFSA007,20150101,PRCP,0,
US1MOFSA007,20150101,SNOW,0,
US1MOFSA169,20150101,PRCP,0,
US1MOFSA169,20150101,SNOW,0,
US1MOFSA075,20150101,PRCP,0,
US1MOFSA075,20150101,SNOW,0,
US1MODV0002,20150101,PRCP,0,
US1MODV0002,20150101,SNOW,0,
US1MOCF0007,20150101,PRCP,0,
US1MOCF0007,20150101,SNOW,0,
US1MIOK0087,20150101,PRCP,0,
US1MIOK0087,20150101,SNOW,0,
US1MIKN0032,20150101,PRCP,3,
US1MIKN0032,20150101,SNOW,0,
US1MIKN0032,20150101,SNWD,0,
US1MIKN0032,20150101,WESF,3,
ASN00082165,20150101,PRCP,0,
ASN00015135,20150101,TMAX,341,
ASN00015135,20150101,TMIN,254,
ASN00015135,20150101,PRCP,0,
ASN00015135,20150101,TAVG,296,
US1KSEL0030,20150101,PRCP,0,
US1KSEL0030,20150101,SNOW,0,
ASN00014940,20150101,PRCP,270,
US1ILSC0016,20150101,PRCP,0,
US1ILSC0016,20150101,SNOW,0,
US1ILSC0016,20150101,SNWD,0,
US1ILSC0016,20150101,WESD,0,
US1ILSC0016,20150101,WESF,0,
US1ILKK0022,20150101,PRCP,0,
US1ILCK0074,20150101,PRCP,0,
US1ILCK0074,20150101,SNOW,0,
US1IAST0003,20150101,PRCP,0,
US1IAST0028,20150101,PRCP,0,
US1GAWA0003,20150101,PRCP,0,
US1GAWA0003,20150101,SNOW,0,
US1HIHI0006,20150101,PRCP,0,
US1HIHI0006,20150101,SNOW,0,
US1HIHI0016,20150101,PRCP,0,
CA004057165,20150101,TMAX,-45,
CA004057165,20150101,TMIN,-125,
CA004057165,20150101,PRCP,4,
CA004057165,20150101,SNWD,40,
US1GAHL0003,20150101,PRCP,0,
US1GAHL0003,20150101,SNOW,0,
US1GACW0011,20150101,PRCP,0,
US1GACB0008,20150101,PRCP,0,
US1GACB0008,20150101,SNOW,0,
US1FLMR0036,20150101,PRCP,0,
US1FLMR0036,20150101,SNOW,0,
US1FLOR0023,20150101,PRCP,20,
US1FLVL0001,20150101,PRCP,102,
ASN00035093,20150101,PRCP,2,
US1FLMD0030,20150101,PRCP,3,
US1ARML0011,20150101,PRCP,0,
US1ARBX0024,20150101,PRCP,0,
US1ARBX0024,20150101,SNOW,0,
USC00417079,20150101,TMAX,-67,800
USC00417079,20150101,TMIN,-144,800
USC00417079,20150101,TOBS,-67,800
USC00417079,20150101,PRCP,5,800
USC00417079,20150101,SNOW,13,
USC00417079,20150101,SNWD,25,
USC00415579,20150101,TMAX,17,800
USC00415579,20150101,TMIN,-50,800
USC00415579,20150101,TOBS,-28,800
USC00415579,20150101,PRCP,28,800
USC00415667,20150101,PRCP,368,700
USC00415667,20150101,SNOW,0,
USC00415667,20150101,SNWD,0,
CA001102415,20150101,TMAX,39,
CA001102415,20150101,TMIN,-84,
CA001102415,20150101,PRCP,0,
US1ALCS0008,20150101,PRCP,0,
US1ALCS0008,20150101,SNOW,0,
CA001095015,20150101,TMAX,-25,
CA001095015,20150101,TMIN,-130,
CA001095015,20150101,PRCP,10,
CA001095015,20150101,SNOW,0,
CA001095015,20150101,SNWD,80,
US10vall002,20150101,PRCP,0,
US10vall002,20150101,SNOW,0,
USC00410498,20150101,TMAX,-61,700
USC00410498,20150101,TMIN,-83,700
USC00410498,20150101,TOBS,-83,700
USC00410498,20150101,PRCP,0,700
USC00402680,20150101,TMAX,6,
USC00402680,20150101,TMIN,-61,
USC00402680,20150101,TOBS,-22,
USC00402680,20150101,PRCP,0,
US1FLDV0037,20150101,PRCP,5,
US1FLHL0010,20150101,PRCP,0,
USW00094938,20150101,TMAX,-38,
USW00094938,20150101,TMIN,-155,
USW00094938,20150101,PRCP,0,
USW00094938,20150101,AWND,47,
USW00094938,20150101,PGTM,1130,
USW00094938,20150101,WDF2,340,
USW00094938,20150101,WDF5,330,
USW00094938,20150101,WSF2,89,
USW00094938,20150101,WSF5,112,
USW00093729,20150101,TMAX,106,2400
USW00093729,20150101,TMIN,44,2400
USW00093729,20150101,PRCP,0,2400
USW00093729,20150101,SNOW,0,
USW00093729,20150101,SNWD,0,
USW00093729,20150101,AWND,37,
USW00093729,20150101,WDF2,240,
USW00093729,20150101,WDF5,230,
USW00093729,20150101,WSF2,76,
USW00093729,20150101,WSF5,107,
USW00094290,20150101,TMAX,72,2400
USW00094290,20150101,TMIN,-21,2400
USW00094290,20150101,PRCP,0,2400
USW00094290,20150101,SNOW,0,
USW00094290,20150101,SNWD,0,
USW00094010,20150101,TMAX,-6,1600
USW00094010,20150101,TMIN,-72,1600
USW00094010,20150101,TOBS,-11,1600
USW00094010,20150101,PRCP,0,1600
USW00094010,20150101,SNOW,0,
USW00094700,20150101,TMAX,-32,
USW00094700,20150101,TMIN,-105,
USW00094700,20150101,PRCP,0,
USW00094700,20150101,AWND,26,
USW00094700,20150101,PGTM,1209,
USW00094700,20150101,WDF2,230,
USW00094700,20150101,WDF5,250,
USW00094700,20150101,WSF2,76,
USW00094700,20150101,WSF5,112,
USW00063862,20150101,TMAX,80,
USW00063862,20150101,TMIN,-35,
USW00063862,20150101,PRCP,7,
USW00023908,20150101,TMAX,0,
USW00023908,20150101,TMIN,-76,
USW00023908,20150101,PRCP,25,
USW00003812,20150101,TMAX,106,2400
USW00003812,20150101,TMIN,-43,2400
USW00003812,20150101,PRCP,0,2400
USW00003812,20150101,SNOW,0,
USW00003812,20150101,SNWD,0,
USW00003812,20150101,AWND,24,
USW00003812,20150101,TAVG,11,
USW00003812,20150101,WDF2,340,
USW00003812,20150101,WDF5,330,
USW00003812,20150101,WSF2,76,
USW00003812,20150101,WSF5,85,
USW00003997,20150101,TMAX,17,2400
USW00003997,20150101,TMIN,-82,2400
USW00003997,20150101,PRCP,0,2400
USW00003997,20150101,AWND,41,
USW00003997,20150101,WDF2,230,
USW00003997,20150101,WDF5,240,
USW00003997,20150101,WSF2,76,
USW00003997,20150101,WSF5,94,
USW00014736,20150101,TMAX,22,
USW00014736,20150101,TMIN,-66,
USW00014736,20150101,PRCP,0,
USW00014736,20150101,AWND,81,
USW00014736,20150101,WDF2,280,
USW00014736,20150101,WDF5,280,
USW00014736,20150101,WSF2,139,
USW00014736,20150101,WSF5,179,
USW00014939,20150101,TMAX,17,2400
USW00014939,20150101,TMIN,-132,2400
USW00014939,20150101,PRCP,0,2400
USW00014939,20150101,SNOW,0,
USW00014939,20150101,SNWD,30,
USW00014939,20150101,AWND,19,
USW00014939,20150101,TAVG,-83,
USW00014939,20150101,WDF2,230,
USW00014939,20150101,WDF5,230,
USW00014939,20150101,WSF2,58,
USW00014939,20150101,WSF5,63,
USS0020B25S,20150101,TMAX,43,
USS0020B25S,20150101,TMIN,-54,
USS0020B25S,20150101,TOBS,19,
USS0020B25S,20150101,PRCP,0,
USS0020B25S,20150101,SNWD,533,
USS0020B25S,20150101,TAVG,-5,
USS0020B25S,20150101,WESD,1168,
USS0016H03S,20150101,TMAX,-30,
USS0016H03S,20150101,TMIN,-126,
USS0016H03S,20150101,TOBS,-126,
USS0016H03S,20150101,PRCP,0,
USS0016H03S,20150101,SNWD,102,
USS0016H03S,20150101,TAVG,-88,
USS0018H02S,20150101,TMAX,11,
USS0018H02S,20150101,TMIN,-85,
USS0018H02S,20150101,TOBS,-11,
USS0018H02S,20150101,PRCP,0,
USS0018H02S,20150101,SNWD,457,
USS0018H02S,20150101,TAVG,-24,
USS0018H02S,20150101,WESD,1092,
CA00301A001,20150101,TMAX,40,
CA00301A001,20150101,TMIN,-108,
CA00301A001,20150101,PRCP,30,
CA00301A001,20150101,SNWD,160,
US1COLP0044,20150101,PRCP,104,
US1COLP0044,20150101,SNOW,191,
US1COLP0044,20150101,SNWD,241,
CA00301FFNJ,20150101,PRCP,0,
CA00301FFNJ,20150101,SNOW,0,
CA00301FFNJ,20150101,SNWD,0,
USS0012L07S,20150101,TMAX,-60,
USS0012L07S,20150101,TMIN,-113,
USS0012L07S,20150101,TOBS,-94,
USS0012L07S,20150101,PRCP,0,
USS0012L07S,20150101,SNWD,686,
USS0012L07S,20150101,TAVG,-90,
USS0012L07S,20150101,WESD,1270,
CA003016505,20150101,TMAX,37,
CA003016505,20150101,TMIN,-85,
CA003016505,20150101,PRCP,17,
USS0010E17S,20150101,TMAX,-14,
USS0010E17S,20150101,TMIN,-155,
USS0010E17S,20150101,TOBS,-115,
USS0010E17S,20150101,PRCP,51,
USS0010E17S,20150101,SNWD,1295,
USS0010E17S,20150101,TAVG,-92,
USS0010E17S,20150101,WESD,3632,
USS0009G11S,20150101,TMAX,-17,
USS0009G11S,20150101,TMIN,-151,
USS0009G11S,20150101,TOBS,-80,
USS0009G11S,20150101,PRCP,0,
USS0009G11S,20150101,SNWD,762,
USS0009G11S,20150101,TAVG,-84,
USS0009G11S,20150101,WESD,1499,
USS0006J09S,20150101,TMIN,-134,
USS0006J09S,20150101,TOBS,-106,
USS0006J09S,20150101,PRCP,0,
USS0006J09S,20150101,SNWD,1041,
USS0006J09S,20150101,TAVG,-94,
USS0006J09S,20150101,WESD,2718,
USR0000OBRO,20150101,TMAX,22,
USR0000OBRO,20150101,TMIN,-178,
USR0000OBRO,20150101,TAVG,-91,
USS0006L14S,20150101,TMAX,10,
USS0006L14S,20150101,TMIN,-175,
USS0006L14S,20150101,TOBS,-175,
USS0006L14S,20150101,PRCP,25,
USS0006L14S,20150101,SNWD,787,
USS0006L14S,20150101,TAVG,-108,
USS0006L14S,20150101,WESD,1600,
ASN00010893,20150101,PRCP,0,
USC00255997,20150101,TMAX,6,2400
USC00255997,20150101,TMIN,-144,2400
USC00255997,20150101,TOBS,-111,2400
USC00255997,20150101,PRCP,0,2400
USC00255997,20150101,SNWD,76,2400
ASN00026086,20150101,PRCP,0,
ASN00055327,20150101,PRCP,0,
USC00250760,20150101,TMAX,-39,700
USC00250760,20150101,TMIN,-178,700
USC00250760,20150101,TOBS,-94,700
USC00250760,20150101,PRCP,0,700
USC00250760,20150101,SNOW,0,
USC00250760,20150101,SNWD,102,
USC00248395,20150101,TMAX,-44,
USC00248395,20150101,TMIN,-161,
USC00248395,20150101,TOBS,-161,
USC00235307,20150101,TMAX,-33,700
USC00235307,20150101,TMIN,-111,700
USC00235307,20150101,TOBS,-72,700
USC00235307,20150101,PRCP,0,700
USC00237720,20150101,TMAX,-50,700
USC00237720,20150101,TMIN,-144,700
USC00237720,20150101,TOBS,-83,700
USC00237720,20150101,PRCP,0,700
USC00237720,20150101,SNOW,0,
USC00237720,20150101,SNWD,0,
USC00248165,20150101,TMAX,-11,800
USC00248165,20150101,TMIN,-100,800
USC00248165,20150101,PRCP,0,800
USC00248165,20150101,SNOW,0,
USC00248165,20150101,SNWD,0,
ASN00025048,20150101,PRCP,0,
USR0000MSMI,20150101,TMAX,-72,
USR0000MSMI,20150101,TMIN,-156,
USR0000MSMI,20150101,TAVG,-121,
USR0000MSTE,20150101,TMAX,-67,
USR0000MSTE,20150101,TMIN,-194,
USR0000MSTE,20150101,TAVG,-148,
ASN00066131,20150101,PRCP,0,
ASN00066131,20150101,DATX,6,
ASN00066131,20150101,MDTX,335,
US1COGN0047,20150101,PRCP,0,
US1COGN0047,20150101,SNOW,0,
US1COGN0047,20150101,SNWD,381,
USR0000MBEN,20150101,TMAX,-28,
USR0000MBEN,20150101,TMIN,-200,
USR0000MBEN,20150101,TAVG,-138,
USR0000CCHI,20150101,TMAX,44,
USR0000CCHI,20150101,TMIN,-17,
USR0000CCHI,20150101,TAVG,16,
US1CODN0074,20150101,PRCP,0,
US1CODN0074,20150101,SNOW,0,
USR0000AHOM,20150101,TMAX,6,
USR0000AHOM,20150101,TMIN,-11,
USR0000AHOM,20150101,TAVG,-6,
USR0000AWAR,20150101,TMAX,-44,
USR0000AWAR,20150101,TMIN,-133,
USR0000AWAR,20150101,TAVG,-101,
US1CODG0228,20150101,PRCP,0,
US1CODG0228,20150101,SNOW,0,
US1CODL0030,20150101,PRCP,3,
US1CODL0030,20150101,SNOW,0,
US1CODL0030,20150101,SNWD,140,
US1CODL0030,20150101,WESF,3,
US1CAYL0023,20150101,PRCP,0,
USC00502965,20150101,TMAX,-39,2400
USC00502965,20150101,TMIN,-189,2400
USC00502965,20150101,TOBS,-189,2400
USC00502965,20150101,PRCP,0,2400
USC00502965,20150101,SNOW,0,
USC00502965,20150101,SNWD,254,
USC00502965,20150101,WESD,2642,2400
ASN00064020,20150101,PRCP,0,
USC00489459,20150101,TMAX,-117,800
USC00489459,20150101,TMIN,-294,800
USC00489459,20150101,TOBS,-117,800
USC00489459,20150101,PRCP,0,800
USC00489459,20150101,SNOW,0,
USC00489459,20150101,SNWD,229,
USC00487529,20150101,TMAX,-156,800
USC00487529,20150101,TMIN,-272,800
USC00487529,20150101,TOBS,-228,800
USC00487529,20150101,PRCP,0,800
USC00487529,20150101,SNOW,0,
USC00487529,20150101,SNWD,254,800
CA002100402,20150101,TAVG,-176,
US1CASJ0001,20150101,PRCP,0,
USC00477761,20150101,PRCP,0,730
USC00477761,20150101,SNOW,0,
USC00477761,20150101,SNWD,0,730
USC00475096,20150101,TMAX,-78,630
USC00475096,20150101,TMIN,-139,630
USC00475096,20150101,TOBS,-100,630
USC00475096,20150101,PRCP,0,630
USC00475096,20150101,SNOW,0,
USC00475096,20150101,SNWD,0,630
USC00478190,20150101,TMAX,-106,800
USC00478190,20150101,TMIN,-228,800
USC00478190,20150101,SNOW,0,
USC00480603,20150101,TMAX,-167,700
USC00480603,20150101,TMIN,-311,700
USC00480603,20150101,TOBS,-261,700
USC00480603,20150101,PRCP,0,700
USC00480603,20150101,SNOW,0,
USC00480603,20150101,SNWD,762,700
US1AZPM0215,20150101,PRCP,124,
US1AZYM0001,20150101,PRCP,0,
US1AZMR0103,20150101,PRCP,8,
USC00475091,20150101,TMAX,-89,730
USC00475091,20150101,TMIN,-189,730
USC00475091,20150101,TOBS,-94,730
USC00475091,20150101,PRCP,0,730
USC00475091,20150101,SNOW,0,
USC00475091,20150101,SNWD,0,730
US1AZPM0145,20150101,PRCP,112,
US1AZPM0145,20150101,SNOW,13,
US1AZPM0145,20150101,SNWD,13,
USC00444148,20150101,PRCP,0,700
USC00444148,20150101,SNOW,0,
USC00444148,20150101,SNWD,0,700
US1AZCH0027,20150101,PRCP,5,
USC00426357,20150101,TMAX,-89,730
USC00426357,20150101,TMIN,-200,730
USC00426357,20150101,TOBS,-178,730
USC00426357,20150101,PRCP,0,730
USC00426357,20150101,SNOW,0,
USC00426357,20150101,SNWD,0,730
USC00058204,20150101,TMAX,17,830
USC00058204,20150101,TMIN,-111,830
USC00058204,20150101,TOBS,-44,830
USC00058204,20150101,PRCP,0,830
USC00058204,20150101,SNOW,0,
USC00058204,20150101,SNWD,356,830
USC00029562,20150101,PRCP,0,
US1WYPK0013,20150101,PRCP,0,
US1WYPK0013,20150101,SNOW,0,
US1WYPK0013,20150101,WESF,0,
US10chas034,20150101,PRCP,0,
US10doug002,20150101,PRCP,0,
US10doug002,20150101,SNOW,0,
BRM00083587,20150101,TAVG,257,
UPM00033287,20150101,TAVG,-12,
BRM00083344,20150101,TAVG,254,
USC00363018,20150101,TMAX,0,800
USC00363018,20150101,TMIN,-128,800
ASN00060106,20150101,PRCP,0,
TO000005376,20150101,TMAX,325,
TO000005376,20150101,TMIN,232,
TO000005376,20150101,TAVG,273,
USC00349575,20150101,PRCP,0,800
USC00340567,20150101,TMAX,28,700
USC00340567,20150101,TMIN,-67,700
USC00340567,20150101,TOBS,11,700
USC00340567,20150101,PRCP,0,700
USC00340567,20150101,SNOW,0,
USC00340567,20150101,SNWD,0,700
USC00340593,20150101,TMAX,-56,700
USC00340593,20150101,TMIN,-150,700
USC00340593,20150101,TOBS,-56,700
USC00340593,20150101,PRCP,0,700
USC00328913,20150101,TMAX,-17,800
USC00328913,20150101,TMIN,-117,800
USC00328913,20150101,TOBS,-56,800
USC00328913,20150101,PRCP,0,800
USC00328913,20150101,SNOW,0,
USC00328913,20150101,SNWD,76,
USC00311535,20150101,TMAX,61,700
USC00311535,20150101,TMIN,-33,700
USC00311535,20150101,TOBS,-33,700
USC00311535,20150101,PRCP,0,700
USC00311535,20150101,WT01,1,
SWE00139400,20150101,PRCP,28,
SWE00139400,20150101,SNWD,40,
ASN00003084,20150101,PRCP,0,
SWE00139028,20150101,TMAX,62,
SWE00139028,20150101,TMIN,9,
SWE00139028,20150101,PRCP,6,
SWE00139028,20150101,SNWD,10,
SPE00120332,20150101,TMAX,158,
SPE00120332,20150101,TMIN,15,
SPE00120332,20150101,PRCP,0,
SPE00120332,20150101,TAVG,93,
SWE00137536,20150101,PRCP,31,
USC00297280,20150101,TMAX,-17,1600
USC00297280,20150101,TMIN,-133,1600
USC00297280,20150101,PRCP,0,1600
ASN00011008,20150101,PRCP,0,
USC00286055,20150101,TMAX,11,800
USC00286055,20150101,TMIN,-67,800
USC00286055,20150101,TOBS,-56,800
USC00286055,20150101,PRCP,0,800
USC00286055,20150101,SNOW,0,
USC00286055,20150101,SNWD,0,
USC00286055,20150101,SN31,-6,800
USC00286055,20150101,SN32,11,800
USC00286055,20150101,SN33,22,800
USC00286055,20150101,SN52,22,800
USC00286055,20150101,SN53,22,800
USC00286055,20150101,SX31,-6,800
USC00286055,20150101,SX32,17,800
USC00286055,20150101,SX33,28,800
USC00286055,20150101,SX52,28,800
USC00286055,20150101,SX53,22,800
USC00286055,20150101,WESD,0,
ASN00019043,20150101,PRCP,0,
US1PACN0005,20150101,PRCP,0,
US1PACN0005,20150101,SNOW,0,
GME00122098,20150101,TMAX,55,
GME00122098,20150101,TMIN,0,
GME00122098,20150101,PRCP,29,
US1ORHR0005,20150101,PRCP,0,
US1ORHR0005,20150101,SNOW,0,
US1ORHR0005,20150101,SNWD,51,
US1ORHR0005,20150101,WESD,89,
ASN00042075,20150101,PRCP,0,
USC00262570,20150101,TMAX,-56,2400
USC00262570,20150101,TMIN,-172,2400
USC00262570,20150101,TOBS,-133,2400
USC00262570,20150101,PRCP,0,2400
USC00262570,20150101,SNOW,0,
USC00262570,20150101,SNWD,25,2400
GLE00147001,20150101,PRCP,5,
GHM00065472,20150101,TMAX,340,
GHM00065472,20150101,TMIN,240,
GHM00065472,20150101,TAVG,276,
ASN00006105,20150101,TMAX,297,
ASN00006105,20150101,TMIN,198,
ASN00006105,20150101,PRCP,0,
US1OKCD0019,20150101,PRCP,0,
GHM00065475,20150101,TMIN,230,
GHM00065475,20150101,TAVG,274,
US1OKGT0001,20150101,PRCP,0,
US1OKGT0001,20150101,SNOW,0,
FIE00146333,20150101,TMAX,0,
FIE00146333,20150101,TMIN,-47,
FIE00146333,20150101,PRCP,0,
SAM00041112,20150101,TMAX,225,
SAM00041112,20150101,TMIN,77,
SAM00041112,20150101,TAVG,151,
RSM00034003,20150101,TMIN,-116,
RSM00034003,20150101,SNWD,79,
RSM00034003,20150101,TAVG,-59,
RSM00032165,20150101,TMAX,-34,
RSM00032165,20150101,TMIN,-65,
RSM00032165,20150101,PRCP,20,
RSM00032165,20150101,SNWD,61,
RSM00032165,20150101,TAVG,-51,
USC00202016,20150101,TMAX,-39,500
USC00202016,20150101,TMIN,-83,500
USC00202016,20150101,TOBS,-78,500
USC00202016,20150101,PRCP,0,500
USC00202016,20150101,SNOW,0,
RSM00030695,20150101,TMAX,-183,
RSM00030695,20150101,PRCP,0,
RSM00030695,20150101,SNWD,160,
RSM00030695,20150101,TAVG,-261,
USC00203391,20150101,TMAX,-44,800
USC00203391,20150101,TMIN,-189,800
USC00203391,20150101,TOBS,-167,800
USC00203391,20150101,PRCP,13,800
USC00203391,20150101,SNOW,33,
USC00203391,20150101,SNWD,76,800
RSM00030635,20150101,TMAX,-187,
RSM00030635,20150101,PRCP,5,
RSM00030635,20150101,SNWD,170,
RSM00030635,20150101,TAVG,-212,
RSM00029653,20150101,TMIN,-151,
RSM00029653,20150101,PRCP,0,
RSM00029653,20150101,SNWD,99,
RSM00029653,20150101,TAVG,-37,
RSM00027906,20150101,TMIN,-99,
RSM00027906,20150101,PRCP,5,
RSM00027906,20150101,TAVG,-47,
ASN00053044,20150101,PRCP,0,
RSM00025399,20150101,TMAX,-11,
RSM00025399,20150101,PRCP,41,
RSM00025399,20150101,SNWD,201,
RSM00025399,20150101,TAVG,-57,
ASN00023903,20150101,PRCP,0,
ASN00052074,20150101,PRCP,0,
USC00153994,20150101,TMAX,0,630
USC00153994,20150101,TMIN,-72,630
USC00153994,20150101,PRCP,0,630
USC00160548,20150101,PRCP,0,800
USC00160548,20150101,SNOW,0,
RMC00913915,20150101,TMAX,300,
RMC00913915,20150101,TMIN,250,
RMC00913915,20150101,PRCP,0,2400
NOE00132990,20150101,PRCP,11,
NOE00132990,20150101,SNWD,40,
NOE00133014,20150101,TMAX,90,
NOE00133014,20150101,TMIN,-2,
NOE00133014,20150101,PRCP,34,
NOE00133150,20150101,TMAX,61,
NOE00133150,20150101,TMIN,-9,
ASN00010702,20150101,PRCP,0,
NOE00110590,20150101,TMAX,79,
NOE00110590,20150101,TMIN,60,
NOE00110590,20150101,PRCP,199,
USC00148563,20150101,TMAX,-67,700
USC00148563,20150101,TMIN,-167,700
USC00148563,20150101,TOBS,-94,700
USC00148563,20150101,PRCP,0,700
USC00148563,20150101,SNOW,0,
USC00148563,20150101,SNWD,0,700
NLE00152500,20150101,TMAX,42,
NLE00152500,20150101,TMIN,6,
NLE00152500,20150101,PRCP,0,
USC00140750,20150101,PRCP,0,800
USC00140750,20150101,SNOW,0,
USC00140750,20150101,SNWD,0,
MY000096465,20150101,TAVG,263,
USC00116072,20150101,PRCP,0,700
USC00116072,20150101,SNOW,0,
USC00116072,20150101,SNWD,0,
USC00116616,20150101,TMAX,-78,800
USC00116616,20150101,TMIN,-156,800
USC00116616,20150101,TOBS,-100,800
USC00116616,20150101,PRCP,0,800
USC00116616,20150101,SNOW,0,
USC00116616,20150101,SNWD,0,
USC00120852,20150101,TMAX,50,1800
USC00120852,20150101,TMIN,-78,1800
USC00120852,20150101,TOBS,22,1800
USC00120852,20150101,PRCP,0,1800
USC00120852,20150101,SNOW,0,
USC00120852,20150101,SNWD,0,
MKM00013591,20150101,TMAX,-36,
MKM00013591,20150101,TAVG,-65,
MOM00060220,20150101,TAVG,134,
USC00132789,20150101,TMAX,-61,800
USC00132789,20150101,TMIN,-167,800
USC00132789,20150101,TOBS,-89,800
USC00132789,20150101,PRCP,0,800
USC00132789,20150101,SNOW,0,
USC00132789,20150101,SNWD,0,800
